[ 2025-06-20 11:09:06,411 ] 19 root - INFO - Initiate the data ingestion
[ 2025-06-20 11:09:10,422 ] 65 root - INFO - Performed train test split on the dataframe
[ 2025-06-20 11:09:10,422 ] 67 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2025-06-20 11:09:10,424 ] 75 root - INFO - Exporting train and test file path.
[ 2025-06-20 11:09:10,492 ] 84 root - INFO - Exported train and test file path.
[ 2025-06-20 11:09:10,493 ] 21 root - INFO - Data Initiation Completed
[ 2025-06-20 11:09:10,523 ] 25 root - INFO - Initiate the data Validation
[ 2025-06-20 11:09:10,567 ] 32 root - INFO - Required number of columns:2
[ 2025-06-20 11:09:10,567 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-20 11:09:10,569 ] 32 root - INFO - Required number of columns:2
[ 2025-06-20 11:09:10,569 ] 33 root - INFO - Data frame has columns:31
[ 2025-06-20 11:09:10,770 ] 27 root - INFO - data Validation Completed
[ 2025-06-20 11:09:10,770 ] 30 root - INFO - data Transformation started
[ 2025-06-20 11:09:10,770 ] 63 root - INFO - Entered initiate_data_transformation method of DataTransformation class
[ 2025-06-20 11:09:10,770 ] 65 root - INFO - Starting data transformation
[ 2025-06-20 11:09:10,788 ] 48 root - INFO - Entered get_data_trnasformer_object method of Trnasformation class
[ 2025-06-20 11:09:10,789 ] 53 root - INFO - Initialise KNNImputer with {'missing_values': nan, 'n_neighbors': 3, 'weights': 'uniform'}
[ 2025-06-20 11:09:10,801 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-06-20 11:09:10,825 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-06-20 11:09:10,825 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-06-20 11:09:10,829 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-06-20 11:09:10,830 ] 34 root - INFO - data Transformation completed
[ 2025-06-20 11:09:10,830 ] 35 root - INFO - Model Training sstared
[ 2025-06-20 11:11:44,334 ] 46 root - INFO - Entered the save_object method of MainUtils class
[ 2025-06-20 11:11:44,334 ] 50 root - INFO - Exited the save_object method of MainUtils class
[ 2025-06-20 11:11:44,335 ] 130 root - INFO - Model trainer artifact: ModelTrainerArtifact(trained_model_file_path='Artifacts\\06_20_2025_11_08_53\\model_trainer\\trained_model\\model.pkl', train_metric_artifact=ClassificationMetricArtifact(f1_score=0.9913078633515262, precision_score=0.9885103809715783, recall_score=0.9941212244070545), test_metric_artifact=ClassificationMetricArtifact(f1_score=0.9733870967741935, precision_score=0.9609872611464968, recall_score=0.9861111111111112))
[ 2025-06-20 11:11:44,337 ] 40 root - INFO - Model Training artifact created
